Month	Health	CNRQ	erro
APR	H	0.756495644593671	0.049958360699687
APR	U	0.879312223121228	0.062490822044507
FEB	H	0.948510518712345	0.079919224233333
FEB	U	1.14198999567987	0.092340764637553
JAN	U	0.718145489791228	0.078777512226892
JAN	H	1.37736435334309	0.288267988283706
MAR	U	0.884394623571427	0.055716446253957
MAR	H	0.921034795161705	0.113839702586337
