Month	Health	CNRQ	erro
APR	H	0.925784537804274	0.077003185407679
APR	U	0.96378558392846	0.06412028883149
FEB	H	0.990588744234143	0.077285030642758
FEB	U	1.0462822057819	0.084937320288689
JAN	U	0.813799776921797	0.064069813067704
JAN	H	1.48301358726083	0.396851864196579
MAR	U	1.18214234036256	0.09794931195555
MAR	H	1.30817694837556	0.033835550981941
