Month,Δh,erro
MAY,3.50325,0.31891746024063
FEB,9.49405357142857,0.611250252052602
APR,5.19878333333333,0.385421101642408
DEC,9.09132258064516,0.568521488411288
JAN,9.93812365591397,0.583741362825629
MAR,8.35391935483871,0.491325042046981
